tiempo_formato,potenciometro
00:37.863,0.0
00:37.860,0.0
00:37.857,0.0
00:37.854,0.0
00:37.851,0.0
00:37.848,0.0
00:37.845,0.0
00:37.841,0.0
00:37.838,0.0
00:37.835,0.0
00:37.832,0.0
00:37.829,0.0
00:37.826,0.0
00:37.823,0.0
00:37.820,0.0
00:37.817,0.0
00:37.814,0.0
00:37.811,0.0
00:37.808,0.0
00:37.805,0.0
00:37.802,0.0
00:37.798,0.0
00:37.795,0.0
00:37.792,0.0
00:37.789,0.0
00:37.786,0.0
00:37.783,0.0
00:37.780,0.0
00:37.777,0.0
00:37.774,0.0
00:37.771,0.0
00:37.768,0.0
00:37.765,0.0
00:37.762,0.0
00:37.759,0.0
00:37.756,0.0
00:37.753,0.0
00:37.750,0.0
00:37.747,0.0
00:37.744,0.0
00:37.741,0.0
00:37.738,0.0
00:37.735,0.0
00:37.732,0.0
00:37.729,0.0
00:37.726,0.0
00:37.723,0.0
00:37.720,0.0
00:37.718,0.0
00:37.713,0.0
00:37.710,0.0
00:37.707,0.0
00:37.704,0.0
00:37.701,0.0
00:37.698,0.0
00:37.695,0.0
00:37.692,0.0
00:37.689,0.0
00:37.686,0.0
00:37.683,0.0
00:37.680,0.0
00:37.677,0.0
00:37.674,0.0
00:37.670,0.0
00:37.667,0.0
00:37.664,0.0
00:37.661,0.0
00:37.658,0.0
00:37.655,0.0
00:37.652,0.0
00:37.649,0.0
00:37.646,0.0
00:37.643,0.0
00:37.640,0.0
00:37.637,0.0
00:37.634,0.0
00:37.631,0.0
00:37.628,0.0
00:37.625,0.0
00:37.622,0.0
00:37.619,0.0
00:37.616,0.0
00:37.613,0.0
00:37.610,0.0
00:37.607,0.0
00:37.604,0.0
00:37.601,0.0
00:37.598,0.0
00:37.595,0.0
00:37.593,0.0
00:37.590,0.0
00:37.585,0.0
00:37.582,0.0
00:37.579,0.0
00:37.576,0.0
00:37.573,0.0
00:37.570,0.0
00:37.567,0.0
00:37.564,0.0
00:37.561,0.0
00:37.558,0.0
00:37.555,0.0
00:37.552,0.0
00:37.549,0.0
00:37.546,0.0
00:37.542,0.0
00:37.539,0.0
00:37.536,0.0
00:37.533,0.0
00:37.530,0.0
00:37.527,0.0
00:37.524,0.0
00:37.521,0.0
00:37.518,0.0
00:37.515,0.0
00:37.512,0.0
00:37.509,0.0
00:37.506,0.0
00:37.503,0.0
00:37.500,0.0
00:37.497,0.0
00:37.494,0.0
00:37.491,0.0
00:37.488,0.0
00:37.485,0.0
00:37.482,0.0
00:37.479,0.0
00:37.476,0.0
00:37.473,0.0
00:37.470,0.0
00:37.468,0.0
00:37.465,0.0
00:37.462,0.0
00:37.457,0.0
00:37.454,0.0
00:37.451,0.0
00:37.448,0.0
00:37.445,0.0
00:37.442,0.0
00:37.439,0.0
00:37.436,0.0
00:37.433,0.0
00:37.430,0.0
00:37.427,0.0
00:37.424,0.0
00:37.421,0.0
00:37.418,0.0
00:37.414,0.0
00:37.411,0.0
00:37.408,0.0
00:37.405,0.0
00:37.402,0.0
00:37.399,0.0
00:37.396,0.0
00:37.393,0.0
00:37.390,0.0
00:37.387,0.0
00:37.384,0.0
00:37.381,0.0
00:37.378,0.0
00:37.375,0.0
00:37.372,0.0
00:37.369,0.0
00:37.366,0.0
00:37.363,0.0
00:37.360,0.0
00:37.357,0.0
00:37.354,0.0
00:37.351,0.0
00:37.348,0.0
00:37.345,0.0
00:37.343,0.0
00:37.340,0.0
00:37.337,0.0
00:37.334,0.0
00:37.329,0.0
00:37.326,0.0
00:37.323,0.0
00:37.320,0.0
00:37.317,0.0
00:37.314,0.0
00:37.311,0.0
00:37.308,0.0
00:37.305,0.0
00:37.302,0.0
00:37.299,0.0
00:37.296,0.0
00:37.293,0.0
00:37.290,0.0
00:37.286,0.0
00:37.283,0.0
00:37.280,0.0
00:37.277,0.0
00:37.274,0.0
00:37.271,0.0
00:37.268,0.0
00:37.265,0.0
00:37.262,0.0
00:37.259,0.0
00:37.256,0.0
00:37.253,0.0
00:37.250,0.0
00:37.247,0.0
00:37.244,0.0
00:37.241,0.0
00:37.238,0.0
00:37.235,0.0
00:37.232,0.0
00:37.229,0.0
00:37.226,0.0
00:37.223,0.0
00:37.220,0.0
00:37.218,0.0
00:37.215,0.0
00:37.212,0.0
00:37.209,0.0
00:37.206,0.0
00:37.201,0.0
00:37.198,0.0
00:37.195,0.0
00:37.192,0.0
00:37.189,0.0
00:37.186,0.0
00:37.183,0.0
00:37.180,0.0
00:37.177,0.0
00:37.174,0.0
00:37.171,0.0
00:37.168,0.0
00:37.165,0.0
00:37.162,0.0
00:37.158,0.0
00:37.155,0.0
00:37.152,0.0
00:37.149,0.0
00:37.146,0.0
00:37.143,0.0
00:37.140,0.0
00:37.137,0.0
00:37.134,0.0
00:37.131,0.0
00:37.128,0.0
00:37.125,0.0
00:37.122,0.0
00:37.119,0.0
00:37.116,0.0
00:37.113,0.0
00:37.110,0.0
00:37.107,0.0
00:37.104,0.0
00:37.101,0.0
00:37.098,0.0
00:37.095,0.0
00:37.093,0.0
00:37.090,0.0
00:37.087,0.0
00:37.084,0.0
00:37.081,0.0
00:37.078,0.0
00:37.073,0.0
00:37.070,0.0
00:37.067,0.0
00:37.064,0.0
00:37.061,0.0
00:37.058,0.0
00:37.055,0.0
00:37.052,0.0
00:37.049,0.0
00:37.046,0.0
00:37.043,0.0
00:37.040,0.0
00:37.037,0.0
00:37.034,0.0
00:37.030,0.0
00:37.027,0.0
00:37.024,0.0
00:37.021,0.0
00:37.018,0.0
00:37.015,0.0
00:37.012,0.0
00:37.009,0.0
00:37.006,0.0
00:37.003,0.0
00:37.000,0.0
00:36.997,0.0
00:36.994,0.0
00:36.991,0.0
00:36.988,0.0
00:36.985,0.0
00:36.982,0.0
00:36.979,0.0
00:36.976,0.0
00:36.973,0.0
00:36.970,0.0
00:36.968,0.0
00:36.965,0.0
00:36.962,0.0
00:36.959,0.0
00:36.956,0.0
00:36.953,0.0
00:36.950,0.0
00:36.945,0.0
00:36.942,0.0
00:36.939,0.0
00:36.936,0.0
00:36.933,0.0
00:36.930,0.0
00:36.927,0.0
00:36.924,0.0
00:36.921,0.0
00:36.918,0.0
00:36.915,0.0
00:36.912,0.0
00:36.909,0.0
00:36.906,0.0
00:36.902,0.0
00:36.899,0.0
00:36.896,0.0
00:36.893,0.0
00:36.890,0.0
00:36.887,0.0
00:36.884,0.0
00:36.881,0.0
00:36.878,0.0
00:36.875,0.0
00:36.872,0.0
00:36.869,0.0
00:36.866,0.0
00:36.863,0.0
00:36.860,0.0
00:36.857,0.0
00:36.854,0.0
00:36.851,0.0
00:36.848,0.0
00:36.845,0.0
00:36.843,0.0
00:36.840,0.0
00:36.837,0.0
00:36.834,0.0
00:36.831,0.0
00:36.828,0.0
00:36.825,0.0
00:36.822,0.0
00:36.817,0.0
00:36.814,0.0
00:36.811,0.0
00:36.808,0.0
00:36.805,0.0
00:36.802,0.0
00:36.799,0.0
00:36.796,0.0
00:36.793,0.0
00:36.790,0.0
00:36.787,0.0
00:36.784,0.0
00:36.781,0.0
00:36.779,0.0
00:36.774,0.0
00:36.771,0.0
00:36.768,0.0
00:36.765,0.0
00:36.762,0.0
00:36.759,0.0
00:36.756,0.0
00:36.753,0.0
00:36.750,0.0
00:36.747,0.0
00:36.744,0.0
00:36.741,0.0
00:36.738,0.0
00:36.735,0.0
00:36.732,0.0
00:36.729,0.0
00:36.726,0.0
00:36.723,0.0
00:36.720,0.0
00:36.718,0.0
00:36.715,0.0
00:36.712,0.0
00:36.709,0.0
00:36.706,0.0
00:36.703,0.0
00:36.700,0.0
00:36.697,0.0
00:36.694,0.0
00:36.689,0.0
00:36.686,0.0
00:36.683,0.0
00:36.680,0.0
00:36.677,0.0
00:36.674,0.0
00:36.671,0.0
00:36.668,0.0
00:36.665,0.0
00:36.662,0.0
00:36.659,0.0
00:36.656,0.0
00:36.654,0.0
00:36.651,0.0
00:36.646,0.0
00:36.643,0.0
00:36.640,0.0
00:36.637,0.0
00:36.634,0.0
00:36.631,0.0
00:36.628,0.0
00:36.625,0.0
00:36.622,0.0
00:36.619,0.0
00:36.616,0.0
00:36.613,0.0
00:36.610,0.0
00:36.607,0.0
00:36.604,0.0
00:36.601,0.0
00:36.598,0.0
00:36.595,0.0
00:36.593,0.0
00:36.590,0.0
00:36.587,0.0
00:36.584,0.0
00:36.581,0.0
00:36.578,0.0
00:36.575,0.0
00:36.572,0.0
00:36.569,0.0
00:36.566,0.0
00:36.561,0.0
00:36.558,0.0
00:36.555,0.0
00:36.552,0.0
00:36.549,0.0
00:36.546,0.0
00:36.543,0.0
00:36.540,0.0
00:36.537,0.0
00:36.534,0.0
00:36.531,0.0
00:36.529,0.0
00:36.526,0.0
00:36.523,0.0
00:36.518,0.0
00:36.515,0.0
00:36.512,0.0
00:36.509,0.0
00:36.506,0.0
00:36.503,0.0
00:36.500,0.0
00:36.497,0.0
00:36.494,0.0
00:36.491,0.0
00:36.488,0.0
00:36.485,0.0
00:36.482,0.0
00:36.479,0.0
00:36.476,0.0
00:36.473,0.0
00:36.470,0.0
00:36.468,0.0
00:36.465,0.0
00:36.462,0.0
00:36.459,0.0
00:36.456,0.0
00:36.453,0.0
00:36.450,0.0
00:36.447,0.0
00:36.444,0.0
00:36.441,0.0
00:36.438,0.0
00:36.433,0.0
00:36.430,0.0
00:36.427,0.0
00:36.424,0.0
00:36.421,0.0
00:36.418,0.0
00:36.415,0.0
00:36.412,0.0
00:36.409,0.0
00:36.406,0.0
00:36.404,0.0
00:36.401,0.0
00:36.398,0.0
00:36.395,0.0
00:36.390,0.0
00:36.387,0.0
00:36.384,0.0
00:36.381,0.0
00:36.378,0.0
00:36.375,0.0
00:36.372,0.0
00:36.369,0.0
00:36.366,0.0
00:36.363,0.0
00:36.360,0.0
00:36.357,0.0
00:36.354,0.0
00:36.351,0.0
00:36.348,0.0
00:36.345,0.0
00:36.343,0.0
00:36.340,0.0
00:36.337,0.0
00:36.334,0.0
00:36.331,0.0
00:36.328,0.0
00:36.325,0.0
00:36.322,0.0
00:36.319,0.0
00:36.316,0.0
00:36.313,0.0
00:36.310,0.0
00:36.305,0.0
00:36.302,0.0
00:36.299,0.0
00:36.296,0.0
00:36.293,0.0
00:36.290,0.0
00:36.287,0.0
00:36.284,0.0
00:36.281,0.0
00:36.279,0.0
00:36.276,0.0
00:36.273,0.0
00:36.270,0.0
00:36.267,0.0
00:36.262,0.0
00:36.259,0.0
00:36.256,0.0
00:36.253,0.0
00:36.250,0.0
00:36.247,0.0
00:36.244,0.0
00:36.241,0.0
00:36.238,0.0
00:36.235,0.0
00:36.232,0.0
00:36.229,0.0
00:36.226,0.0
00:36.223,0.0
00:36.220,0.0
00:36.218,0.0
00:36.215,0.0
00:36.212,0.0
00:36.209,0.0
00:36.206,0.0
00:36.203,0.0
00:36.200,0.0
00:36.197,0.0
00:36.194,0.0
00:36.191,0.0
00:36.188,0.0
00:36.185,0.0
00:36.182,0.0
00:36.177,0.0
00:36.174,0.0
00:36.171,0.0
00:36.168,0.0
00:36.165,0.0
00:36.162,0.0
00:36.159,0.0
00:36.156,0.0
00:36.154,0.0
00:36.151,0.0
00:36.148,0.0
00:36.145,0.0
00:36.142,0.0
00:36.139,0.0
00:36.134,0.0
00:36.131,0.0
00:36.128,0.0
00:36.125,0.0
00:36.122,0.0
00:36.119,0.0
00:36.116,0.0
00:36.113,0.0
00:36.110,0.0
00:36.107,0.0
00:36.104,0.0
00:36.101,0.0
00:36.098,0.0
00:36.095,0.0
00:36.093,0.0
00:36.090,0.0
00:36.087,0.0
00:36.084,0.0
00:36.081,0.0
00:36.078,0.0
00:36.075,0.0
00:36.072,0.0
00:36.069,0.0
00:36.066,0.0
00:36.063,0.0
00:36.060,0.0
00:36.057,0.0
00:36.054,0.0
00:36.049,0.0
00:36.046,0.0
00:36.043,0.0
00:36.040,0.0
00:36.037,0.0
00:36.034,0.0
00:36.031,0.0
00:36.029,0.0
00:36.026,0.0
00:36.023,0.0
00:36.020,0.0
00:36.017,0.0
00:36.014,0.0
00:36.011,0.0
00:36.006,0.0
00:36.003,0.0
00:36.000,0.0
00:35.997,0.0
00:35.994,0.0
00:35.991,0.0
00:35.988,0.0
00:35.985,0.0
00:35.982,0.0
00:35.979,0.0
00:35.976,0.0
00:35.973,0.0
00:35.970,0.0
00:35.968,0.0
00:35.965,0.0
00:35.962,0.0
00:35.959,0.0
00:35.956,0.0
00:35.953,0.0
00:35.950,0.0
00:35.947,0.0
00:35.944,0.0
00:35.941,0.0
00:35.938,0.0
00:35.935,0.0
00:35.932,0.0
00:35.929,0.0
00:35.926,0.0
00:35.921,0.0
00:35.918,0.0
00:35.915,0.0
00:35.912,0.0
00:35.909,0.0
00:35.906,0.0
00:35.904,0.0
00:35.901,0.0
00:35.898,0.0
00:35.895,0.0
00:35.892,0.0
00:35.889,0.0
00:35.886,0.0
00:35.883,0.0
00:35.878,0.0
00:35.875,0.0
00:35.872,0.0
00:35.869,0.0
00:35.866,0.0
00:35.863,0.0
00:35.860,0.0
00:35.857,0.0
00:35.854,0.0
00:35.851,0.0
00:35.848,0.0
00:35.845,0.0
00:35.843,0.0
00:35.840,0.0
00:35.837,0.0
00:35.834,0.0
00:35.831,0.0
00:35.828,0.0
00:35.825,0.0
00:35.822,0.0
00:35.819,0.0
00:35.816,0.0
00:35.813,0.0
00:35.810,0.0
00:35.807,0.0
00:35.804,0.0
00:35.801,0.0
00:35.798,0.0
00:35.793,0.0
00:35.790,0.0
00:35.787,0.0
00:35.784,0.0
00:35.781,0.0
00:35.779,0.0
00:35.776,0.0
00:35.773,0.0
00:35.770,0.0
00:35.767,0.0
00:35.764,0.0
00:35.761,0.0
00:35.758,0.0
00:35.755,0.0
00:35.750,0.0
00:35.747,0.0
00:35.744,0.0
00:35.741,0.0
00:35.738,0.0
00:35.735,0.0
00:35.732,0.0
00:35.729,0.0
00:35.726,0.0
00:35.723,0.0
00:35.720,0.0
00:35.718,0.0
00:35.715,0.0
00:35.712,0.0
00:35.709,0.0
00:35.706,0.0
00:35.703,0.0
00:35.700,0.0
00:35.697,0.0
00:35.694,0.0
00:35.691,0.0
00:35.688,0.0
00:35.685,0.0
00:35.682,0.0
00:35.679,0.0
00:35.676,0.0
00:35.673,0.0
00:35.670,0.0
00:35.665,0.0
00:35.662,0.0
00:35.659,0.0
00:35.656,0.0
00:35.654,0.0
00:35.651,0.0
00:35.648,0.0
00:35.645,0.0
00:35.642,0.0
00:35.639,0.0
00:35.636,0.0
00:35.633,0.0
00:35.630,0.0
00:35.627,0.0
00:35.622,0.0
00:35.619,0.0
00:35.616,0.0
00:35.613,0.0
00:35.610,0.0
00:35.607,0.0
00:35.604,0.0
00:35.601,0.0
00:35.598,0.0
00:35.595,0.0
00:35.593,0.0
00:35.590,0.0
00:35.587,0.0
00:35.584,0.0
00:35.581,0.0
00:35.578,0.0
00:35.575,0.0
00:35.572,0.0
00:35.569,0.0
00:35.566,0.0
00:35.563,0.0
00:35.560,0.0
00:35.557,0.0
00:35.554,0.0
00:35.551,0.0
00:35.548,0.0
00:35.545,0.0
00:35.542,0.0
00:35.537,0.0
00:35.534,0.0
00:35.531,0.0
00:35.529,0.0
00:35.526,0.0
00:35.523,0.0
00:35.520,0.0
00:35.517,0.0
00:35.514,0.0
00:35.511,0.0
00:35.508,0.0
00:35.505,0.0
00:35.502,0.0
00:35.499,0.0
00:35.494,0.0
00:35.491,0.0
00:35.488,0.0
00:35.485,0.0
00:35.482,0.0
00:35.479,0.0
00:35.476,0.0
00:35.473,0.0
00:35.470,0.0
00:35.468,0.0
00:35.465,0.0
00:35.462,0.0
00:35.459,0.0
00:35.456,0.0
00:35.453,0.0
00:35.450,0.0
00:35.447,0.0
00:35.444,0.0
00:35.441,0.0
00:35.438,0.0
00:35.435,0.0
00:35.432,0.0
00:35.429,0.0
00:35.426,0.0
00:35.423,0.0
00:35.420,0.0
00:35.417,0.0
00:35.414,0.0
00:35.409,0.0
00:35.406,0.0
00:35.404,0.0
00:35.401,0.0
00:35.398,0.0
00:35.395,0.0
00:35.392,0.0
00:35.389,0.0
00:35.386,0.0
00:35.383,0.0
00:35.380,0.0
00:35.377,0.0
00:35.374,0.0
00:35.371,0.0
00:35.366,0.0
00:35.363,0.0
00:35.360,0.0
00:35.357,0.0
00:35.354,0.0
00:35.351,0.0
00:35.348,0.0
00:35.345,0.0
00:35.343,0.0
00:35.340,0.0
00:35.337,0.0
00:35.334,0.0
00:35.331,0.0
00:35.328,0.0
00:35.325,0.0
00:35.322,0.0
00:35.319,0.0
00:35.316,0.0
00:35.313,0.0
00:35.310,0.0
00:35.307,0.0
00:35.304,0.0
00:35.301,0.0
00:35.298,0.0
00:35.295,0.0
00:35.292,0.0
00:35.289,0.0
00:35.286,0.0
00:35.281,0.0
00:35.279,0.0
00:35.276,0.0
00:35.273,0.0
00:35.270,0.0
00:35.267,0.0
00:35.264,0.0
00:35.261,0.0
00:35.258,0.0
00:35.255,0.0
00:35.252,0.0
00:35.249,0.0
00:35.246,0.0
00:35.243,0.0
00:35.238,0.0
00:35.235,0.0
00:35.232,0.0
00:35.229,0.0
00:35.226,0.0
00:35.223,0.0
00:35.220,0.0
00:35.218,0.0
00:35.215,0.0
00:35.212,0.0
00:35.209,0.0
00:35.206,0.0
00:35.203,0.0
00:35.200,0.0
00:35.197,0.0
00:35.194,0.0
00:35.191,0.0
00:35.188,0.0
00:35.185,0.0
00:35.182,0.0
00:35.179,0.0
00:35.176,0.0
00:35.173,0.0
00:35.170,0.0
00:35.167,0.0
00:35.164,0.0
00:35.161,0.0
00:35.158,0.0
00:35.154,0.0
00:35.151,0.0
00:35.148,0.0
00:35.145,0.0
00:35.142,0.0
00:35.139,0.0
00:35.136,0.0
00:35.133,0.0
00:35.130,0.0
00:35.127,0.0
00:35.124,0.0
00:35.121,0.0
00:35.118,0.0
00:35.115,0.0
00:35.110,0.0
00:35.107,0.0
00:35.104,0.0
00:35.101,0.0
00:35.098,0.0
00:35.095,0.0
00:35.093,0.0
00:35.090,0.0
00:35.087,0.0
00:35.084,0.0
00:35.081,0.0
00:35.078,0.0
00:35.075,0.0
00:35.072,0.0
00:35.069,0.0
00:35.066,0.0
00:35.063,0.0
00:35.060,0.0
00:35.057,0.0
00:35.054,0.0
00:35.051,0.0
00:35.048,0.0
00:35.045,0.0
00:35.042,0.0
00:35.039,0.0
00:35.036,0.0
00:35.033,0.0
00:35.030,0.0
00:35.026,0.0
00:35.023,0.0
00:35.020,0.0
00:35.017,0.0
00:35.014,0.0
00:35.011,0.0
00:35.008,0.0
00:35.005,0.0
00:35.002,0.0
00:34.999,0.0
00:34.996,0.0
00:34.993,0.0
00:34.990,0.0
00:34.987,0.0
00:34.982,0.0
00:34.979,0.0
00:34.976,0.0
00:34.973,0.0
00:34.970,0.0
00:34.968,0.0
00:34.965,0.0
00:34.962,0.0
00:34.959,0.0
00:34.956,0.0
00:34.953,0.0
00:34.950,0.0
00:34.947,0.0
00:34.944,0.0
00:34.941,0.0
00:34.938,0.0
00:34.935,0.0
00:34.932,0.0
00:34.929,0.0
00:34.926,0.0
00:34.923,0.0
00:34.920,0.0
00:34.917,0.0
00:34.914,0.0
00:34.911,0.0
00:34.908,0.0
00:34.905,0.0
00:34.902,0.0
00:34.898,0.0
00:34.895,0.0
00:34.892,0.0
00:34.889,0.0
00:34.886,0.0
00:34.883,0.0
00:34.880,0.0
00:34.877,0.0
00:34.874,0.0
00:34.871,0.0
00:34.868,0.0
00:34.865,0.0
00:34.862,0.0
00:34.859,0.0
00:34.854,0.0
00:34.851,0.0
00:34.848,0.0
00:34.845,0.0
00:34.843,0.0
00:34.840,0.0
00:34.837,0.0
00:34.834,0.0
00:34.831,0.0
00:34.828,0.0
00:34.825,0.0
00:34.822,0.0
00:34.819,0.0
00:34.816,0.0
00:34.813,0.0
00:34.810,0.0
00:34.807,0.0
00:34.804,0.0
00:34.801,0.0
00:34.798,0.0
00:34.795,0.0
00:34.792,0.0
00:34.789,0.0
00:34.786,0.0
00:34.783,0.0
00:34.780,0.0
00:34.777,0.0
00:34.774,0.0
00:34.770,0.0
00:34.767,0.0
00:34.764,0.0
00:34.761,0.0
00:34.758,0.0
00:34.755,0.0
00:34.752,0.0
00:34.749,0.0
00:34.746,0.0
00:34.743,0.0
00:34.740,0.0
00:34.737,0.0
00:34.734,0.0
00:34.731,0.0
00:34.726,0.0
00:34.723,0.0
00:34.720,0.0
00:34.718,0.0
00:34.715,0.0
00:34.712,0.0
00:34.709,0.0
00:34.706,0.0
00:34.703,0.0
00:34.700,0.0
00:34.697,0.0
00:34.694,0.0
00:34.691,0.0
00:34.688,0.0
00:34.685,0.0
00:34.682,0.0
00:34.679,0.0
00:34.676,0.0
00:34.673,0.0
00:34.670,0.0
00:34.667,0.0
00:34.664,0.0
00:34.661,0.0
00:34.658,0.0
00:34.655,0.0
00:34.652,0.0
00:34.649,0.0
00:34.646,0.0
00:34.642,0.0
00:34.639,0.0
00:34.636,0.0
00:34.633,0.0
00:34.630,0.0
00:34.627,0.0
00:34.624,0.0
00:34.621,0.0
00:34.618,0.0
00:34.615,0.0
00:34.612,0.0
00:34.609,0.0
00:34.606,0.0
00:34.603,0.0
00:34.598,0.0
00:34.595,0.0
00:34.593,0.0
00:34.590,0.0
00:34.587,0.0
00:34.584,0.0
00:34.581,0.0
00:34.578,0.0
00:34.575,0.0
00:34.572,0.0
00:34.569,0.0
00:34.566,0.0
00:34.563,0.0
00:34.560,0.0
00:34.557,0.0
00:34.554,0.0
00:34.551,0.0
00:34.548,0.0
00:34.545,0.0
00:34.542,0.0
00:34.539,0.0
00:34.536,0.0
00:34.533,0.0
00:34.530,0.0
00:34.527,0.0
00:34.524,0.0
00:34.521,0.0
00:34.518,0.0
00:34.514,0.0
00:34.511,0.0
00:34.508,0.0
00:34.505,0.0
00:34.502,0.0
00:34.499,0.0
00:34.496,0.0
00:34.493,0.0
00:34.490,0.0
00:34.487,0.0
00:34.484,0.0
00:34.481,0.0
00:34.478,0.0
00:34.475,0.0
00:34.470,0.0
00:34.468,0.0
00:34.465,0.0
00:34.462,0.0
00:34.459,0.0
00:34.456,0.0
00:34.453,0.0
00:34.450,0.0
00:34.447,0.0
00:34.444,0.0
00:34.441,0.0
00:34.438,0.0
00:34.435,0.0
00:34.432,0.0
00:34.429,0.0
00:34.426,0.0
00:34.423,0.0
00:34.420,0.0
00:34.417,0.0
00:34.414,0.0
00:34.411,0.0
00:34.408,0.0
00:34.405,0.0
00:34.402,0.0
00:34.399,0.0
00:34.396,0.0
00:34.393,0.0
00:34.390,0.0
00:34.386,0.0
00:34.383,0.0
00:34.380,0.0
00:34.377,0.0
00:34.374,0.0
00:34.371,0.0
00:34.368,0.0
00:34.365,0.0
00:34.362,0.0
00:34.359,0.0
00:34.356,0.0
00:34.353,0.0
00:34.350,0.0
00:34.347,0.0
00:34.343,0.0
00:34.340,0.0
00:34.337,0.0
00:34.334,0.0
00:34.331,0.0
00:34.328,0.0
00:34.325,0.0
00:34.322,0.0
00:34.319,0.0
00:34.316,0.0
00:34.313,0.0
00:34.310,0.0
00:34.307,0.0
00:34.304,0.0
00:34.301,0.0
00:34.298,0.0
00:34.295,0.0
00:34.292,0.0
00:34.289,0.0
00:34.286,0.0
00:34.283,0.0
00:34.280,0.0
00:34.277,0.0
00:34.274,0.0
00:34.271,0.0
00:34.268,0.0
00:34.265,0.0
00:34.262,0.0
00:34.258,0.0
00:34.255,0.0
00:34.252,0.0
00:34.249,0.0
00:34.246,0.0
00:34.243,0.0
00:34.240,0.0
00:34.237,0.0
00:34.234,0.0
00:34.231,0.0
00:34.228,0.0
00:34.225,0.0
00:34.222,0.0
00:34.219,0.0
00:34.215,0.0
00:34.212,0.0
00:34.209,0.0
00:34.206,0.0
00:34.203,0.0
00:34.200,0.0
00:34.197,0.0
00:34.194,0.0
00:34.191,0.0
00:34.188,0.0
00:34.185,0.0
00:34.182,0.0
00:34.179,0.0
00:34.176,0.0
00:34.173,0.0
00:34.170,0.0
00:34.167,0.0
00:34.164,0.0
00:34.161,0.0
00:34.158,0.0
00:34.155,0.0
00:34.152,0.0
00:34.149,0.0
00:34.146,0.0
00:34.143,0.0
00:34.140,0.0
00:34.137,0.0
00:34.134,0.0
00:34.130,0.0
00:34.127,0.0
00:34.124,0.0
00:34.121,0.0
00:34.118,0.0
00:34.115,0.0
00:34.112,0.0
00:34.109,0.0
00:34.106,0.0
00:34.103,0.0
00:34.100,0.0
00:34.097,0.0
00:34.094,0.0
00:34.091,0.0
00:34.087,0.0
00:34.084,0.0
00:34.081,0.0
00:34.078,0.0
00:34.075,0.0
00:34.072,0.0
00:34.069,0.0
00:34.066,0.0
00:34.063,0.0
00:34.060,0.0
00:34.057,0.0
00:34.054,0.0
00:34.051,0.0
00:34.048,0.0
00:34.045,0.0
00:34.042,0.0
00:34.039,0.0
00:34.036,0.0
00:34.033,0.0
00:34.030,0.0
00:34.027,0.0
00:34.024,0.0
00:34.021,0.0
00:34.018,0.0
00:34.015,0.0
00:34.012,0.0
00:34.009,0.0
00:34.006,0.0
00:34.002,0.0
00:33.999,0.0
00:33.996,0.0
00:33.993,0.0
00:33.990,0.0
00:33.987,0.0
00:33.984,0.0
00:33.981,0.0
00:33.978,0.0
00:33.975,0.0
00:33.972,0.0
00:33.969,0.0
00:33.966,0.0
00:33.963,0.0
00:33.959,0.0
00:33.956,0.0
00:33.953,0.0
00:33.950,0.0
00:33.947,0.0
00:33.944,0.0
00:33.941,0.0
00:33.938,0.0
00:33.935,0.0
00:33.932,0.0
00:33.929,0.0
00:33.926,0.0
00:33.923,0.0
00:33.920,0.0
00:33.917,0.0
00:33.914,0.0
00:33.911,0.0
00:33.908,0.0
00:33.905,0.0
00:33.902,0.0
00:33.899,0.0
00:33.896,0.0
00:33.893,0.0
00:33.890,0.0
00:33.887,0.0
00:33.884,0.0
00:33.881,0.0
00:33.878,0.0
00:33.874,0.0
00:33.871,0.0
00:33.868,0.0
00:33.865,0.0
00:33.862,0.0
00:33.859,0.0
00:33.856,0.0
00:33.853,0.0
00:33.850,0.0
00:33.847,0.0
00:33.844,0.0
00:33.841,0.0
00:33.838,0.0
00:33.835,0.0
00:33.831,0.0
00:33.828,0.0
00:33.825,0.0
00:33.822,0.0
00:33.819,0.0
00:33.816,0.0
00:33.813,0.0
00:33.810,0.0
00:33.807,0.0
00:33.804,0.0
00:33.801,0.0
00:33.798,0.0
00:33.795,0.0
00:33.792,0.0
00:33.789,0.0
00:33.786,0.0
00:33.783,0.0
00:33.780,0.0
00:33.777,0.0
00:33.774,0.0
00:33.771,0.0
00:33.768,0.0
00:33.765,0.0
00:33.762,0.0
00:33.759,0.0
00:33.756,0.0
00:33.753,0.0
00:33.750,0.0
00:33.746,0.0
00:33.743,0.0
00:33.740,0.0
00:33.737,0.0
00:33.734,0.0
00:33.731,0.0
00:33.728,0.0
00:33.725,0.0
00:33.722,0.0
00:33.719,0.0
00:33.716,0.0
00:33.713,0.0
00:33.710,0.0
00:33.707,0.0
00:33.703,0.0
00:33.700,0.0
00:33.697,0.0
00:33.694,0.0
00:33.691,0.0
00:33.688,0.0
00:33.685,0.0
00:33.682,0.0
00:33.679,0.0
00:33.676,0.0
00:33.673,0.0
00:33.670,0.0
00:33.667,0.0
00:33.664,0.0
00:33.661,0.0
00:33.658,0.0
00:33.655,0.0
00:33.652,0.0
00:33.649,0.0
00:33.646,0.0
00:33.643,0.0
00:33.640,0.0
00:33.637,0.0
00:33.634,0.0
00:33.631,0.0
00:33.628,0.0
00:33.625,0.0
00:33.621,0.0
00:33.618,0.0
00:33.615,0.0
00:33.612,0.0
00:33.609,0.0
00:33.606,0.0
